"Statistic Label","Quarter","State","UNIT","VALUE"
"Marriage Rate Registered per 1000 Estimated Population","2010Q4","State","Number","3.9"
"Marriage Rate Registered per 1000 Estimated Population","2011Q1","State","Number","2.7"
"Marriage Rate Registered per 1000 Estimated Population","2011Q2","State","Number","4.4"
"Marriage Rate Registered per 1000 Estimated Population","2011Q3","State","Number","6.6"
"Marriage Rate Registered per 1000 Estimated Population","2011Q4","State","Number","3.7"
"Marriage Rate Registered per 1000 Estimated Population","2012Q1","State","Number","2.5"
"Marriage Rate Registered per 1000 Estimated Population","2012Q2","State","Number","4.7"
"Marriage Rate Registered per 1000 Estimated Population","2012Q3","State","Number","6.8"
"Marriage Rate Registered per 1000 Estimated Population","2012Q4","State","Number","4.6"
"Marriage Rate Registered per 1000 Estimated Population","2013Q1","State","Number","3.2"
"Marriage Rate Registered per 1000 Estimated Population","2013Q2","State","Number","4.7"
"Marriage Rate Registered per 1000 Estimated Population","2013Q3","State","Number","6.8"
"Marriage Rate Registered per 1000 Estimated Population","2013Q4","State","Number","4.3"
"Marriage Rate Registered per 1000 Estimated Population","2014Q1","State","Number","3.2"
"Marriage Rate Registered per 1000 Estimated Population","2014Q2","State","Number","4.8"
"Marriage Rate Registered per 1000 Estimated Population","2014Q3","State","Number","7"
"Marriage Rate Registered per 1000 Estimated Population","2014Q4","State","Number","4.3"
"Marriage Rate Registered per 1000 Estimated Population","2015Q1","State","Number","3.2"
"Marriage Rate Registered per 1000 Estimated Population","2015Q2","State","Number","4.8"
"Marriage Rate Registered per 1000 Estimated Population","2015Q3","State","Number","7.1"
"Marriage Rate Registered per 1000 Estimated Population","2015Q4","State","Number","4.2"
"Marriage Rate Registered per 1000 Estimated Population","2016Q1","State","Number","3.1"
"Marriage Rate Registered per 1000 Estimated Population","2016Q2","State","Number","4.9"
"Marriage Rate Registered per 1000 Estimated Population","2016Q3","State","Number","7.2"
"Marriage Rate Registered per 1000 Estimated Population","2016Q4","State","Number","4.3"
"Marriage Rate Registered per 1000 Estimated Population","2017Q1","State","Number","3"
"Marriage Rate Registered per 1000 Estimated Population","2017Q2","State","Number","4.7"
"Marriage Rate Registered per 1000 Estimated Population","2017Q3","State","Number","6.6"
"Marriage Rate Registered per 1000 Estimated Population","2017Q4","State","Number","4.2"
"Marriage Rate Registered per 1000 Estimated Population","2018Q1","State","Number","2.8"
"Marriage Rate Registered per 1000 Estimated Population","2018Q2","State","Number","4.5"
"Marriage Rate Registered per 1000 Estimated Population","2018Q3","State","Number","6.1"
"Marriage Rate Registered per 1000 Estimated Population","2018Q4","State","Number","4"
"Marriage Rate Registered per 1000 Estimated Population","2019Q1","State","Number","2.7"
"Marriage Rate Registered per 1000 Estimated Population","2019Q2","State","Number","4.3"
"Marriage Rate Registered per 1000 Estimated Population","2019Q3","State","Number","6"
"Marriage Rate Registered per 1000 Estimated Population","2019Q4","State","Number","3.7"
"Marriage Rate Registered per 1000 Estimated Population","2020Q1","State","Number","2.3"
"Marriage Rate Registered per 1000 Estimated Population","2020Q2","State","Number","0.2"
"Marriage Rate Registered per 1000 Estimated Population","2020Q3","State","Number","2.5"
"Marriage Rate Registered per 1000 Estimated Population","2020Q4","State","Number","2.6"
"Marriage Rate Registered per 1000 Estimated Population","2021Q1","State","Number","1.8"
"Marriage Rate Registered per 1000 Estimated Population","2021Q2","State","Number","2"
"Marriage Rate Registered per 1000 Estimated Population","2021Q3","State","Number","5.6"
"Marriage Rate Registered per 1000 Estimated Population","2021Q4","State","Number","4.3"
"Marriage Rate Registered per 1000 Estimated Population","2022Q1","State","Number","2.6"
"Marriage Rate Registered per 1000 Estimated Population","2022Q2","State","Number","5.2"
"Marriage Rate Registered per 1000 Estimated Population","2022Q3","State","Number","6.3"
"Marriage Rate Registered per 1000 Estimated Population","2022Q4","State","Number","4"
"Marriage Rate Registered per 1000 Estimated Population","2023Q1","State","Number","2.7"
"Deaths Registered","1960Q1","State","Number","9399"
"Deaths Registered","1960Q2","State","Number","7882"
"Deaths Registered","1960Q3","State","Number","6950"
"Deaths Registered","1960Q4","State","Number","8427"
"Deaths Registered","1961Q1","State","Number","11883"
"Deaths Registered","1961Q2","State","Number","8251"
"Deaths Registered","1961Q3","State","Number","6703"
"Deaths Registered","1961Q4","State","Number","7711"
"Deaths Registered","1962Q1","State","Number","10367"
"Deaths Registered","1962Q2","State","Number","8732"
"Deaths Registered","1962Q3","State","Number","7021"
"Deaths Registered","1962Q4","State","Number","7523"
"Deaths Registered","1963Q1","State","Number","10262"
"Deaths Registered","1963Q2","State","Number","8681"
"Deaths Registered","1963Q3","State","Number","7105"
"Deaths Registered","1963Q4","State","Number","7510"
"Deaths Registered","1964Q1","State","Number","8863"
"Deaths Registered","1964Q2","State","Number","9067"
"Deaths Registered","1964Q3","State","Number","6882"
"Deaths Registered","1964Q4","State","Number","7661"
"Deaths Registered","1965Q1","State","Number","9278"
"Deaths Registered","1965Q2","State","Number","8161"
"Deaths Registered","1965Q3","State","Number","7326"
"Deaths Registered","1965Q4","State","Number","8013"
"Deaths Registered","1966Q1","State","Number","10455"
"Deaths Registered","1966Q2","State","Number","9114"
"Deaths Registered","1966Q3","State","Number","7123"
"Deaths Registered","1966Q4","State","Number","8033"
"Deaths Registered","1967Q1","State","Number","8086"
"Deaths Registered","1967Q2","State","Number","7901"
"Deaths Registered","1967Q3","State","Number","7185"
"Deaths Registered","1967Q4","State","Number","7830"
"Deaths Registered","1968Q1","State","Number","9861"
"Deaths Registered","1968Q2","State","Number","8214"
"Deaths Registered","1968Q3","State","Number","7164"
"Deaths Registered","1968Q4","State","Number","7561"
"Deaths Registered","1969Q1","State","Number","9529"
"Deaths Registered","1969Q2","State","Number","8409"
"Deaths Registered","1969Q3","State","Number","7511"
"Deaths Registered","1969Q4","State","Number","8059"
"Deaths Registered","1970Q1","State","Number","10096"
"Deaths Registered","1970Q2","State","Number","8808"
"Deaths Registered","1970Q3","State","Number","7094"
"Deaths Registered","1970Q4","State","Number","7886"
"Deaths Registered","1971Q1","State","Number","8426"
"Deaths Registered","1971Q2","State","Number","8187"
"Deaths Registered","1971Q3","State","Number","7154"
"Deaths Registered","1971Q4","State","Number","7608"
"Deaths Registered","1972Q1","State","Number","9624"
"Deaths Registered","1972Q2","State","Number","8371"
"Deaths Registered","1972Q3","State","Number","7315"
"Deaths Registered","1972Q4","State","Number","8538"
"Deaths Registered","1973Q1","State","Number","9533"
"Deaths Registered","1973Q2","State","Number","8358"
"Deaths Registered","1973Q3","State","Number","7461"
"Deaths Registered","1973Q4","State","Number","7958"
"Deaths Registered","1974Q1","State","Number","9068"
"Deaths Registered","1974Q2","State","Number","8939"
"Deaths Registered","1974Q3","State","Number","7792"
"Deaths Registered","1974Q4","State","Number","8669"
"Deaths Registered","1975Q1","State","Number","9112"
"Deaths Registered","1975Q2","State","Number","8762"
"Deaths Registered","1975Q3","State","Number","7303"
"Deaths Registered","1975Q4","State","Number","8355"
"Deaths Registered","1976Q1","State","Number","8703"
"Deaths Registered","1976Q2","State","Number","9315"
"Deaths Registered","1976Q3","State","Number","7215"
"Deaths Registered","1976Q4","State","Number","8051"
"Deaths Registered","1977Q1","State","Number","9101"
"Deaths Registered","1977Q2","State","Number","8604"
"Deaths Registered","1977Q3","State","Number","7636"
"Deaths Registered","1977Q4","State","Number","8084"
"Deaths Registered","1978Q1","State","Number","9734"
"Deaths Registered","1978Q2","State","Number","8749"
"Deaths Registered","1978Q3","State","Number","7193"
"Deaths Registered","1978Q4","State","Number","7375"
"Deaths Registered","1979Q1","State","Number","9511"
"Deaths Registered","1979Q2","State","Number","8400"
"Deaths Registered","1979Q3","State","Number","7263"
"Deaths Registered","1979Q4","State","Number","7616"
"Deaths Registered","1980Q1","State","Number","8689"
"Deaths Registered","1980Q2","State","Number","8576"
"Deaths Registered","1980Q3","State","Number","7376"
"Deaths Registered","1980Q4","State","Number","8339"
"Deaths Registered","1981Q1","State","Number","9132"
"Deaths Registered","1981Q2","State","Number","7729"
"Deaths Registered","1981Q3","State","Number","7444"
"Deaths Registered","1981Q4","State","Number","8105"
"Deaths Registered","1982Q1","State","Number","10187"
"Deaths Registered","1982Q2","State","Number","8010"
"Deaths Registered","1982Q3","State","Number","7063"
"Deaths Registered","1982Q4","State","Number","7616"
"Deaths Registered","1983Q1","State","Number","9430"
"Deaths Registered","1983Q2","State","Number","8211"
"Deaths Registered","1983Q3","State","Number","7488"
"Deaths Registered","1983Q4","State","Number","7615"
"Deaths Registered","1984Q1","State","Number","9164"
"Deaths Registered","1984Q2","State","Number","8371"
"Deaths Registered","1984Q3","State","Number","7131"
"Deaths Registered","1984Q4","State","Number","7488"
"Deaths Registered","1985Q1","State","Number","9876"
"Deaths Registered","1985Q2","State","Number","8225"
"Deaths Registered","1985Q3","State","Number","7238"
"Deaths Registered","1985Q4","State","Number","7883"
"Deaths Registered","1986Q1","State","Number","10062"
"Deaths Registered","1986Q2","State","Number","8870"
"Deaths Registered","1986Q3","State","Number","7307"
"Deaths Registered","1986Q4","State","Number","7388"
"Deaths Registered","1987Q1","State","Number","8916"
"Deaths Registered","1987Q2","State","Number","7771"
"Deaths Registered","1987Q3","State","Number","7135"
"Deaths Registered","1987Q4","State","Number","7397"
"Deaths Registered","1988Q1","State","Number","9218"
"Deaths Registered","1988Q2","State","Number","8125"
"Deaths Registered","1988Q3","State","Number","6990"
"Deaths Registered","1988Q4","State","Number","7242"
"Deaths Registered","1989Q1","State","Number","8472"
"Deaths Registered","1989Q2","State","Number","8061"
"Deaths Registered","1989Q3","State","Number","7141"
"Deaths Registered","1989Q4","State","Number","7429"
"Deaths Registered","1990Q1","State","Number","10094"
"Deaths Registered","1990Q2","State","Number","7436"
"Deaths Registered","1990Q3","State","Number","6865"
"Deaths Registered","1990Q4","State","Number","7423"
"Deaths Registered","1991Q1","State","Number","9020"
"Deaths Registered","1991Q2","State","Number","7985"
"Deaths Registered","1991Q3","State","Number","6977"
"Deaths Registered","1991Q4","State","Number","7516"
"Deaths Registered","1992Q1","State","Number","8998"
"Deaths Registered","1992Q2","State","Number","7238"
"Deaths Registered","1992Q3","State","Number","7236"
"Deaths Registered","1992Q4","State","Number","7308"
"Deaths Registered","1993Q1","State","Number","8331"
"Deaths Registered","1993Q2","State","Number","7817"
"Deaths Registered","1993Q3","State","Number","7154"
"Deaths Registered","1993Q4","State","Number","8354"
"Deaths Registered","1994Q1","State","Number","8551"
"Deaths Registered","1994Q2","State","Number","7807"
"Deaths Registered","1994Q3","State","Number","7213"
"Deaths Registered","1994Q4","State","Number","7173"
"Deaths Registered","1995Q1","State","Number","9165"
"Deaths Registered","1995Q2","State","Number","8004"
"Deaths Registered","1995Q3","State","Number","6835"
"Deaths Registered","1995Q4","State","Number","7490"
"Deaths Registered","1996Q1","State","Number","9248"
"Deaths Registered","1996Q2","State","Number","7790"
"Deaths Registered","1996Q3","State","Number","7235"
"Deaths Registered","1996Q4","State","Number","7241"
"Deaths Registered","1997Q1","State","Number","9235"
"Deaths Registered","1997Q2","State","Number","8104"
"Deaths Registered","1997Q3","State","Number","7090"
"Deaths Registered","1997Q4","State","Number","7176"
"Deaths Registered","1998Q1","State","Number","8927"
"Deaths Registered","1998Q2","State","Number","8021"
"Deaths Registered","1998Q3","State","Number","7187"
"Deaths Registered","1998Q4","State","Number","7217"
"Deaths Registered","1999Q1","State","Number","9867"
